chunk_id,section_id,chunk_text,chunk_index
616,1,"If this is the case, contact your provider right away.",616
617,1,Or contact a suicide hotline.,617
618,1,", call or text 988 to reach the 988 Suicide & Crisis Lifeline, which is available 24 hours a day, every day.",618
619,1,Or use the Lifeline Chat.,619
620,1,Services are free and private.,620
621,1,"Your worries may not go away on their own, and they may get worse over time if you don't seek help.",621
622,1,See your doctor or a mental health provider before your anxiety gets worse.,622
623,1,It's easier to treat if you get help early.,623
624,1,Preventive Services Task Force recommends screening children and teens ages 8 to 18 for anxiety.,624
625,1,This screening is for those who don't have a diagnosis of anxiety disorder.,625
626,1,It's important because many children and teens have high levels of anxiety but they may not show it.,626
627,1,The task force has not yet suggested how often this screening should happen.,627
628,1,The causes of anxiety disorders aren't fully understood.,628
629,1,Life experiences such as traumatic events appear to trigger anxiety disorders in people who are already prone to anxiety.,629
630,1,Inherited traits also can be a factor.,630
631,1,"Medical causes
For some people, anxiety may be linked to an underlying health issue.",631
632,1,"In some cases, anxiety signs and symptoms are the first indicators of a medical illness.",632
633,1,"If your doctor suspects your anxiety may have a medical cause, he or she may order tests to look for signs of a problem.",633
634,1,"Examples of medical problems that can be linked to anxiety include:

Heart disease.",634
635,1,"Thyroid problems, such as hyperthyroidism.",635
636,1,"Respiratory disorders, such as chronic obstructive pulmonary disease (COPD) and asthma.",636
637,1,Drug misuse or withdrawal.,637
638,1,"Withdrawal from alcohol, anti-anxiety medications (benzodiazepines) or other medications.",638
639,1,Chronic pain or irritable bowel syndrome.,639
640,1,Rare tumors that produce certain fight-or-flight hormones.,640
641,1,Sometimes anxiety can be a side effect of certain medications.,641
642,1,"It's possible that your anxiety may be due to an underlying medical condition if:

You don't have any blood relatives (such as a parent or sibling) with an anxiety disorder.",642
643,1,You didn't have an anxiety disorder as a child.,643
644,1,You don't avoid certain things or situations because of anxiety.,644
645,1,You have a sudden occurrence of anxiety that seems unrelated to life events and you didn't have a previous history of anxiety.,645
646,1,"Risk factors
These factors may increase your risk of developing an anxiety disorder:

Trauma.",646
647,1,Children who endured abuse or trauma or witnessed traumatic events are at higher risk of developing an anxiety disorder at some point in life.,647
648,1,Adults who experience a traumatic event also can develop anxiety disorders.,648
649,1,Stress due to an illness.,649
650,1,Having a health condition or serious illness can cause significant worry about issues such as your treatment and your future.,650
651,1,"A big event or a buildup of smaller stressful life situations may trigger excessive anxiety — for example, a death in the family, work stress or ongoing worry about finances.",651
652,1,People with certain personality types are more prone to anxiety disorders than others are.,652
653,1,Other mental health disorders.,653
654,1,"People with other mental health disorders, such as depression, often also have an anxiety disorder.",654
655,1,Having blood relatives with an anxiety disorder.,655
656,1,Anxiety disorders can run in families.,656
657,1,Drug or alcohol use or misuse or withdrawal can cause or worsen anxiety.,657
658,1,"Complications
Having an anxiety disorder does more than make you worry.",658
659,1,"It can also lead to, or worsen, other mental and physical conditions, such as:

Depression (which often occurs with an anxiety disorder) or other mental health disorders.",659
660,1,Trouble sleeping (insomnia).,660
661,1,Digestive or bowel problems.,661
662,1,Headaches and chronic pain.,662
663,1,Problems functioning at school or work.,663
664,1,"Prevention
There's no way to predict for certain what will cause someone to develop an anxiety disorder, but you can take steps to reduce the impact of symptoms if you're anxious:

Get help early.",664
665,1,"Anxiety, like many other mental health conditions, can be harder to treat if you wait.",665
666,1,Participate in activities that you enjoy and that make you feel good about yourself.,666
667,1,"Enjoy social interaction and caring relationships, which can lessen your worries.",667
668,1,Avoid alcohol or drug use.,668
669,1,Alcohol and drug use can cause or worsen anxiety.,669
670,1,"If you're addicted to any of these substances, quitting can make you anxious.",670
671,1,"If you can't quit on your own, see your doctor or find a support group to help you.",671
672,1,"What is lung cancer?
Lung cancer is cancer that forms in tissues of the lung, usually in the cells that line the air passages.",672
673,1,It is the leading cause of cancer death in both men and women.,673
674,1,There are two main types: small cell lung cancer and non-small cell lung cancer.,674
675,1,These two types grow differently and are treated differently.,675
676,1,Non-small cell lung cancer is the more common type.,676
677,1,"Who is more likely to develop lung cancer?
Anyone can develop lung cancer, but certain factors raise your risk of getting it:

Smoking.",677
678,1,This is the most important risk factor for lung cancer.,678
679,1,Tobacco smoking causes about 9 out of 10 cases of lung cancer in men and about 8 out of 10 cases of lung cancer in women.,679
680,1,"The more years you smoke and the more cigarettes you smoke each day, the more your risk goes up.",680
681,1,Your risk is also greater if you smoke a lot and drink alcohol every day or take beta carotene supplements.,681
682,1,"If you have quit smoking, your risk will be lower than if you had kept smoking.",682
683,1,But you will still have a higher risk than people who never smoked.,683
684,1,"Secondhand smoke, which is the combination of the smoke that comes from a cigarette and the smoke breathed out by a smoker.",684
685,1,"When you breathe in secondhand smoke, you are exposed to the same cancer-causing agents as smokers, although in smaller amounts.",685
686,1,A family history of lung cancer.,686
687,1,"Being exposed to asbestos, arsenic, chromium, beryllium, nickel, soot, or tar in the workplace.",687
688,1,"Being exposed to radiation, for example from:
Radiation therapy to the breast or chest
Radon in the home or workplace
Certain imaging tests such as CT scans
HIV infection.",688
689,1,Your risk is higher if you have HIV.,689
690,1,"However, smoking rates are higher in people who have HIV, so it's not clear whether the increased risk is from the HIV infection or from smoking.",690
691,1,Studies show that living in areas with higher levels of air pollution increases your risk of lung cancer.,691
692,1,"What are the symptoms of lung cancer?
Lung cancer may not cause any signs or symptoms until the cancer is advanced.",692
693,1,Sometimes the cancer is found during a chest x-ray done for another condition.,693
694,1,"The symptoms of lung cancer may include:

Chest pain or discomfort
A cough that doesn't go away or gets worse over time
Coughing up blood
Trouble breathing
Wheezing
Hoarseness
Loss of appetite
Weight loss for no known reason
Feeling very tired
Trouble swallowing
Swelling in the face and/or veins in the neck
How is lung cancer diagnosed?
To find out if you have lung cancer, your health care provider:

Will take your medical history, which includes asking about your symptoms
Will ask about your family history
Will do a physical exam
May order certain imaging tests, such as a chest x-ray or chest CT scan
May order lab tests, including tests of your blood and sputum
May do a procedure to take a biopsy of the lung
If you do have lung cancer, your provider will do other tests to find out if it has spread through the lungs, lymph nodes, and the rest of the body.",694
695,1,This is called staging.,695
696,1,Knowing the type and stage of lung cancer you have helps your provider decide what kind of treatment you need.,696
697,1,"If you have small-cell lung cancer, your provider may also do genetic testing to look for certain gene changes (variants) in your cancer cells.",697
698,1,The results of the testing may help guide treatment.,698
699,1,"What are the treatments for lung cancer?
For most patients with lung cancer, current treatments do not cure the cancer.",699
700,1,"Your treatment will depend on which type of lung cancer you have, how far it has spread, your overall health, and other factors.",700
701,1,You may get more than one type of treatment.,701
702,1,"The treatments for small cell lung cancer may include:

Surgery.",702
703,1,"Laser therapy, which uses a laser beam to kill cancer cells.",703
704,1,Endoscopic stent placement.,704
705,1,"An endoscope is a thin, tube-like instrument used to look at tissues inside the body.",705
706,1,It may be used to put in a device called a stent.,706
707,1,The stent helps to open an airway that has been blocked by abnormal tissue.,707
708,1,"The treatments for non-small cell lung cancer may include:

Surgery.",708
709,1,"Targeted therapy, which uses drugs or other substances that attack specific cancer cells with less harm to normal cells.",709
710,1,"Photodynamic therapy (PDT), which uses a medicine and a certain type of laser light to kill cancer cells.",710
711,1,"Cryosurgery, which uses an instrument to freeze and destroy abnormal tissue.",711
712,1,"Electrocautery, a treatment that uses a probe or needle heated by an electric current to destroy abnormal tissue.",712
713,1,"Can lung cancer be prevented?
Avoiding the risk factors may help prevent lung cancer.",713
714,1,"For example, you can:

Quit smoking.",714
715,1,"And if you don't smoke, don't start.",715
716,1,Lower your exposure to hazardous substances at work.,716
717,1,Lower your exposure to radon.,717
718,1,Radon tests can show whether your home has high levels of radon.,718
719,1,You can buy a test kit yourself or hire a professional to do the test.,719
720,1,"Good nutrition is important in keeping people healthy throughout their lives - when they are babies, toddlers, children, adults, and then older adults.",720
721,1,"It can help people live longer and lower their risk of health problems like heart disease, type 2 diabetes, obesity, and more.",721
722,1,Good nutrition is about healthy eating.,722
723,1,This means regularly choosing healthy foods and beverages.,723
724,1,A healthy eating plan should give your body the energy and nutrients that you need every day.,724
725,1,"Nutrients include proteins, carbohydrates, fats, vitamins, minerals, and water.",725
726,1,"The plan should also take into account your preferences, cultural traditions, and budget.",726
727,1,Healthy eating does not mean that you have to follow a very strict diet or eat only a few specific types of food.,727
728,1,It doesn't mean that you can never eat your favorite foods.,728
729,1,"You can eat a variety of foods, including less healthy favorites.",729
730,1,But it's important not to eat too much of those foods or have them too often.,730
731,1,You can balance those foods with healthier foods and regular physical activity.,731
732,1,Cancer arises from the transformation of normal cells into tumour cells in a multi-stage process that generally progresses from a pre-cancerous lesion to a malignant tumour.,732
733,1,"These changes are the result of the interaction between a person's genetic factors and three categories of external agents, including:

physical carcinogens, such as ultraviolet and ionizing radiation;
chemical carcinogens, such as asbestos, components of tobacco smoke, alcohol, aflatoxin (a food contaminant), and arsenic (a drinking water contaminant); and
biological carcinogens, such as infections from certain viruses, bacteria, or parasites.",733
734,1,"WHO, through its cancer research agency, the International Agency for Research on Cancer (IARC), maintains a classification of cancer-causing agents.",734
735,1,"The incidence of cancer rises dramatically with age, most likely due to cumulative exposure to risk factors that increase with age.",735
736,1,The overall risk accumulation is combined with the tendency for cellular repair mechanisms to be less effective as a person grows older.,736
737,1,"Risk factors
Tobacco use, alcohol consumption, unhealthy diet, physical inactivity and air pollution are risk factors for cancer and other noncommunicable diseases.",737
738,1,Some chronic infections are risk factors for cancer; this is a particular issue in low- and middle-income countries.,738
739,1,"Approximately 10% of cancers diagnosed in 2022 globally were attributed to carcinogenic infections, including Helicobacter pylori, human papillomavirus (HPV), hepatitis B virus, hepatitis C virus, and Epstein-Barr virus (2).",739
740,1,"Hepatitis B and C viruses and some types of HPV increase the risk for liver and cervical cancer, respectively.",740
741,1,Infection with HIV increases the risk of developing cervical cancer six-fold and substantially increases the risk of developing selected other cancers such as Kaposi sarcoma.,741
742,1,"Reducing the burden
Approximately 38% of cancers can currently be prevented by avoiding risk factors and implementing existing evidence-based prevention strategies.",742
743,1,The cancer burden can also be reduced through early detection of cancer and appropriate treatment and care of patients who develop cancer.,743
744,1,Many cancers have a high chance of cure if diagnosed early and treated appropriately.,744
745,1,"Prevention
Cancer risk can be reduced by:

not using tobacco;
maintaining a healthy body weight;
eating a healthy diet, including fruit and vegetables;
doing physical activity on a regular basis;
avoiding or reducing consumption of alcohol;
getting vaccinated against HPV and hepatitis B if you belong to a group for which vaccination is recommended;
avoiding ultraviolet radiation exposure (which primarily results from exposure to the sun and artificial tanning devices) and/or using sun protection measures;
ensuring safe and appropriate use of radiation in health care (for diagnostic and therapeutic purposes);
minimizing occupational exposure to ionizing radiation; and
reducing exposure to outdoor air pollution and indoor air pollution, including radon (a radioactive gas produced from the natural decay of uranium, which can accumulate in buildings — homes, schools and workplaces).",745
746,1,"Early detection
Cancer mortality is reduced when cases are detected and treated early.",746
747,1,There are two components of early detection: early diagnosis and screening.,747
748,1,"Early diagnosis
When identified early, cancer is more likely to respond to treatment and can result in a greater probability of survival with less morbidity, as well as less expensive treatment.",748
749,1,Significant improvements can be made in the lives of cancer patients by detecting cancer early and avoiding delays in care.,749
750,1,"Early diagnosis consists of three components:

being aware of the symptoms of different forms of cancer and of the importance of seeking medical advice when abnormal findings are observed;
access to clinical evaluation and diagnostic services; and
timely referral to treatment services.",750
751,1,Early diagnosis of symptomatic cancers is relevant in all settings and the majority of cancers.,751
752,1,"Cancer programmes should be designed to reduce delays in, and barriers to, diagnosis, treatment and supportive care.",752
753,1,"Screening
Screening aims to identify individuals with findings suggestive of a specific cancer or pre-cancer before they have developed symptoms.",753
754,1,"When abnormalities are identified during screening, further tests to establish a definitive diagnosis should follow, as should referral for treatment if cancer is proven to be present.",754
755,1,Screening programmes are effective for some but not all cancer types and in general are far more complex and resource-intensive than early diagnosis as they require special equipment and dedicated personnel.,755
756,1,"Even when screening programmes are established, early diagnosis programmes are still necessary to identify those cancer cases occurring in people who do not meet the age or risk factor criteria for screening.",756
757,1,Patient selection for screening programmes is based on age and risk factors to avoid excessive false positive studies.,757
758,1,"Examples of screening methods are:

HPV test (including HPV DNA and mRNA test), as preferred modality for cervical cancer screening; and
mammography screening for breast cancer for women aged 50–69 residing in settings with strong or relatively strong health systems.",758
759,1,Quality assurance is required for both screening and early diagnosis programmes.,759
760,1,"Treatment
A correct cancer diagnosis is essential for appropriate and effective treatment because every cancer type requires a specific treatment regimen.",760
761,1,"Treatment usually includes surgery, radiotherapy, and/or systemic therapy (chemotherapy, hormonal treatments, targeted biological therapies).",761
762,1,Proper selection of a treatment regimen takes into consideration both the cancer and the individual being treated.,762
763,1,Completion of the treatment protocol in a defined period of time is important to achieve the predicted therapeutic result.,763
764,1,Determining the goals of treatment is an important first step.,764
765,1,The primary goal is generally to cure cancer or to considerably prolong life.,765
766,1,Improving the patient's quality of life is also an important goal.,766
767,1,"This can be achieved by support for the patient’s physical, psychosocial and spiritual well-being and palliative care in terminal stages of cancer.",767
768,1,"Some of the most common cancer types, such as breast cancer, cervical cancer, oral cancer, and colorectal cancer, have high cure probabilities when detected early and treated according to best practices.",768
769,1,"Some cancer types, such as testicular seminoma and different types of leukaemia and lymphoma in children, also have high cure rates if appropriate treatment is provided, even when cancerous cells are present in other areas of the body.",769
770,1,"There is, however, a significant variation in treatment availability between countries of different income levels; most countries do not fully include essential cancer care services – including prevention, screening, diagnosis, treatment and palliative care – in their publicly-financed health-benedfit packages, highlighting significant gaps on the path to universal health coverage (3).",770
771,1,"Palliative care
Palliative care is treatment to relieve, rather than cure, symptoms and suffering caused by cancer and to improve the quality of life of patients and their families.",771
772,1,Palliative care can help people live more comfortably.,772
773,1,It is particularly needed in places with a high proportion of patients in advanced stages of cancer where there is little chance of cure.,773
774,1,"Relief from physical, psychosocial, and spiritual problems through palliative care is possible for more than 90% of patients with advanced stages of cancer.",774
775,1,"Effective public health strategies, comprising community- and home-based care, are essential to provide pain relief and palliative care for patients and their families.",775
776,1,"Improved access to oral morphine is strongly recommended for the treatment of moderate to severe cancer pain, suffered by over 80% of people with cancer in the terminal phase.",776
777,1,"Germs, or microbes, are found everywhere - in the air, soil, and water.",777
778,1,There are also germs on your skin and in your body.,778
779,1,"Many of them are harmless, and some can even be helpful.",779
780,1,But some of them can make you sick.,780
781,1,Infectious diseases are diseases that are caused by germs.,781
782,1,"There are four main types of germs:

Bacteria are one-celled germs that multiply quickly.",782
783,1,"They may give off toxins, which are harmful chemicals that can make you sick.",783
784,1,Strep throat and urinary tract infections are common bacterial infections.,784
785,1,Viruses are tiny capsules that contain genetic material.,785
786,1,They invade your cells so that they can multiply.,786
787,1,"This can kill, damage, or change the cells and make you sick.",787
788,1,Viral infections include HIV and the common cold.,788
789,1,"Fungi are primitive plant-like organisms such as mushrooms, mold, mildew, and yeasts.",789
790,1,Athlete's foot and yeast infections are common fungal infections.,790
791,1,Parasites are animals or plants that survive by living on or in other living things.,791
792,1,Malaria and head lice are infections that are caused by parasites.,792
793,1,"How can you get infectious diseases?
There are many different ways that you can get an infectious disease, depending on the type of germ.",793
794,1,"They can include:

Through direct contact with a person who is sick.",794
795,1,"This includes kissing, touching, sneezing, coughing, and sexual contact.",795
796,1,"If you are pregnant, you can pass some germs to your fetus.",796
797,1,"Through indirect contact, when you touch something that has germs on it.",797
798,1,"For example, you could get germs if someone who is sick touched a door handle, and then you touch it.",798
799,1,Through insect or animal bites.,799
800,1,"Through contaminated food, water, soil, or plants.",800
801,1,"What are the symptoms of infectious diseases?
Infectious diseases can cause many different symptoms.",801
802,1,"Some are so mild that you may not even notice any symptoms, while others can be life-threatening.",802
803,1,"What are the treatments for infectious diseases?
There are treatments for some infectious diseases, such as antibiotic, antiviral, antifungal and anti-parasitic medicines.",803
804,1,"But for other infections, such as some caused by viruses, you can only treat your symptoms while you wait for your immune system to fight off the germ.",804
805,1,"Can infectious diseases be prevented?
You can take steps to help prevent many infectious diseases:

Get vaccinated.",805
806,1,Wash your hands often.,806
807,1,Pay attention to food safety.,807
808,1,Avoid contact with wild animals.,808
809,1,Use a latex condom every time you have sex.,809
810,1,"If your or your partner is allergic to latex, you can use polyurethane condoms.",810
811,1,"Don't share items such as toothbrushes, combs, and straws.",811
812,1,"Vaccines are injections (shots), liquids, pills, or nasal sprays that you take to teach your body's immune system to recognize and defend against harmful germs.",812
813,1,"For example, there are vaccines to protect against diseases caused by:

Viruses, like the ones that cause the flu and COVID-19
Bacteria, including tetanus, diphtheria, and pertussis
What are the types of vaccines?
There are several types of vaccines:

Live-attenuated vaccines use a weakened form of the germ.",813
814,1,Inactivated vaccines use a killed version of the germ.,814
815,1,"Subunit, recombinant, polysaccharide, and conjugate vaccines use only specific pieces of the germ, such as its protein, sugar, or casing.",815
816,1,Toxoid vaccines use a toxin (harmful product) made by the germ.,816
817,1,"mRNA vaccines use messenger RNA, which gives your cells instructions for how to make a protein (or piece of a protein) of the germ.",817
818,1,"Viral vector vaccines use genetic material, which gives your cells instructions for making a protein of the germ.",818
819,1,"These vaccines also contain a different, harmless virus that helps get the genetic material into your cells.",819
820,1,"These vaccines may work in different ways, but they all spark an immune response.",820
821,1,The immune response is the way your body defends itself against substances it sees as foreign or harmful.,821
822,1,These substances include germs that can cause disease.,822
823,1,"What happens in an immune response?
There are different steps in the immune response:

When a germ invades, your body sees it as foreign.",823
824,1,Your immune system helps your body fight off the germ.,824
825,1,Your immune system also remembers the germ.,825
826,1,It will attack the germ if it ever invades again.,826
827,1,"This ""memory"" protects you against the disease that the germ causes.",827
828,1,This type of protection is called immunity.,828
829,1,"What are immunization and vaccination?
Immunization is the process of becoming protected against a disease.",829
830,1,"But it can also mean the same thing as vaccination, which is getting a vaccine to become protected against a disease.",830
831,1,"Why are vaccines important?
Vaccines are important because they protect you against many diseases.",831
832,1,These diseases can be very serious.,832
833,1,So getting immunity from a vaccine is safer than getting immunity by being sick with the disease.,833
834,1,"For a few vaccines, getting vaccinated can actually give you a better immune response than getting the disease would.",834
835,1,But vaccines don't just protect you.,835
836,1,They also protect the people around you through community immunity.,836
837,1,"What is community immunity?
Community immunity, or herd immunity, is the idea that vaccines can help keep communities healthy.",837
838,1,"Normally, germs can travel quickly through a community and make a lot of people sick.",838
839,1,"If enough people get sick, it can lead to an outbreak.",839
840,1,"But when enough people are vaccinated against a certain disease, it's harder for that disease to spread to others.",840
841,1,This type of protection means that the entire community is less likely to get the disease.,841
842,1,Community immunity is especially important for people who can't get certain vaccines.,842
843,1,"For example, they may not be able to get a vaccine because they have weakened immune systems.",843
844,1,Others may be allergic to certain vaccine ingredients.,844
845,1,And newborn babies are too young to get some vaccines.,845
846,1,Community immunity can help to protect them all.,846
847,1,"Are vaccines safe?
Vaccines are safe.",847
848,1,They must go through extensive safety testing and evaluation before they are approved in the United States.,848
849,1,"What is a vaccine schedule?
A vaccine, or immunization, schedule lists which vaccines are recommended for different groups of people.",849
850,1,"It includes who should get the vaccines, how many doses they need, and when they should get them.",850
851,1,"In the United States, the Centers for Disease Control and Prevention (CDC) publishes the vaccine schedule.",851
852,1,It's important for both children and adults to get their vaccines according to the schedule.,852
853,1,Following the schedule allows them to get protection from the diseases at exactly the right time.,853
854,1,"Vaccines can prevent infectious diseases that once killed or harmed many infants, children, and adults.",854
855,1,"Without vaccines, your child is at risk for getting seriously ill and suffering pain, disability, and even death from diseases like measles and whooping cough.",855
856,1,"The main risks associated with getting vaccines are side effects, which are almost always mild (redness and swelling at the injection site) and go away within a few days.",856
857,1,"Serious side effects after vaccination, such as a severe allergic reaction, are very rare and doctors and clinic staff are trained to deal with them.",857
858,1,The disease-prevention benefits of getting vaccines are much greater than the possible side effects for almost all children.,858
859,1,"The only exceptions to this are cases in which a child has a serious chronic medical condition like cancer or a disease that weakens the immune system, or has had a severe allergic reaction to a previous vaccine dose.",859
860,1,"Vaccines, like any medication, may cause some side effects.",860
861,1,"Most of these side effects are very minor, like soreness where the shot was given, fussiness, or a low-grade fever.",861
862,1,These side effects typically only last a couple of days and are treatable.,862
863,1,"For example, you can apply a cool, wet washcloth on the sore area to ease discomfort.",863
864,1,Vaccines do not overload the immune system.,864
865,1,"Every day, a healthy baby’s immune system successfully fights off thousands of germs.",865
866,1,"Antigens are parts of germs that cause the body’s immune system to go to work to build antibodies, which fight off diseases.",866
867,1,"The antigens in vaccines come from the germs themselves, but the germs are weakened or killed so they cannot cause serious illness.",867
868,1,"Even if babies receive several vaccinations in one day, vaccines contain only a tiny fraction of the antigens they encounter every day in their environment.",868
869,1,Vaccines give your child the antibodies they need to fight off serious vaccine-preventable diseases.,869
870,1,"The recommended schedule protects infants and children by providing protection early in life, before they come into contact with life-threatening diseases.",870
871,1,Children receive vaccinations early because they are susceptible to diseases at a young age.,871
872,1,"Can I wait until my child goes to school to catch up on immunizations?
No.",872
873,1,"Before entering school, young children can be exposed to vaccine-preventable diseases.",873
874,1,Children under age 5 are especially susceptible to diseases because their immune systems have not built up the necessary defenses to fight infection.,874
875,1,"Why do adolescents need vaccines?
Vaccines are recommended throughout our lives to protect against serious diseases.",875
876,1,"As protection from childhood vaccines wears off, adolescents need vaccines that will extend protection.",876
877,1,"Adolescents need protection from additional infections as well, before the risk of exposure increases.",877
878,1,"Why are multiple doses needed for each vaccine?
Getting every recommended dose of each vaccine provides your child with the best protection possible.",878
879,1,"Depending on the vaccine, your child will need more than one dose to build high enough immunity to help prevent disease or to boost immunity that fades over time.",879
880,1,"Your child may also receive more than one dose to make sure they are protected if they did not get immunity from a first dose, or to protect them against germs that change over time, like flu.",880
881,1,Every dose is important because each protects against an infectious disease that can be especially serious for infants and very young children.,881
882,1,"Protection from Diseases
Do infants have natural immunity?
Babies may get some temporary protection from mom during the last few weeks of pregnancy, but only for diseases to which mom is immune.",882
883,1,"Breastfeeding may also protect your baby temporarily from minor infections, like colds.",883
884,1,"These antibodies do not last long, leaving your baby vulnerable to disease.",884
885,1,"Haven't we gotten rid of most of these diseases in this country?
Some vaccine-preventable diseases, like pertussis (whooping cough) and chickenpox, remain common in the United States.",885
886,1,"On the other hand, other diseases vaccines prevent are no longer common in this country because of vaccines.",886
887,1,"If we stopped vaccinating, the few cases we have in the United States could very quickly become tens or hundreds of thousands of cases.",887
888,1,"Even though many serious vaccine-preventable diseases are uncommon in the United States, some are common in other parts of the world.",888
889,1,"Even if your family does not travel internationally, you could come into contact with international travelers anywhere in your community.",889
890,1,Children who don’t receive all vaccinations and are exposed to a disease can become seriously sick and spread it through a community.,890
891,1,"What are the signs of stroke in men and women?
Sudden trouble walking, dizziness, loss of balance, or lack of coordination.",891
892,1,Sudden trouble seeing in one or both eyes.,892
893,1,"Sudden numbness or weakness in the face, arm, or leg, especially on one side of the body.",893
894,1,"Sudden confusion, trouble speaking, or difficulty understanding speech.",894
895,1,Sudden severe headache with no known cause.,895
896,1,Call 9-1-1 right away if you or someone else has any of these symptoms.,896
897,1,to help stroke patients get the treatments they need.,897
898,1,The stroke treatments that work best are available only if the stroke is recognized and diagnosed within 3 hours of the first symptoms.,898
899,1,Stroke patients may not be eligible for these treatments if they don't arrive at the hospital in time.,899
900,1,"If you think someone may be having a stroke, B.",900
901,1,"and do the following test:

B—Balance Loss: Ask the person if they are feeling off-balance or dizzy.",901
902,1,E—Eye (Vision) Changes: Ask the person if they have trouble seeing normally.,902
903,1,F—Face: Ask the person to smile.,903
904,1,"Does one side of the face droop?
A—Arms: Ask the person to raise both arms.",904
905,1,"Does one arm drift downward?
S—Speech: Ask the person to repeat a simple phrase.",905
906,1,"Is the speech slurred or strange?
T—Time: If you see any of these signs, call 9-1-1 right away.",906
907,1,Note the time when any symptoms first appear.,907
908,1,This information helps health care providers determine the best treatment.,908
909,1,Do not drive to the hospital or let someone else drive you.,909
910,1,Call 9-1-1 for an ambulance so that medical personnel can begin life-saving treatment on the way to the emergency room.,910
911,1,"What should I do to treat a transient ischemic attack (""mini-stroke"")?
If your stroke symptoms go away after a few minutes, you may have had a transient ischemic attack (TIA), also sometimes called a ""mini-stroke.",911
912,1,""" Although brief, a TIA is a sign of a serious condition that will not go away without medical help.",912
913,1,"Unfortunately, because TIAs clear up, many people ignore them.",913
914,1,But paying attention to a TIA can save your life.,914
915,1,"If you think you or someone you know has had a TIA, tell a health care team about the symptoms right away.",915
916,1,"Key facts

There are around a billion cases of seasonal influenza annually, including 3–5 million cases of severe illness.",916
917,1,It causes 290 000 to 650 000 respiratory deaths annually.,917
918,1,Ninety-nine percent of deaths in children under 5 years of age with influenza-related lower respiratory tract infections are in developing countries.,918
919,1,Symptoms begin 1–4 days after infection and usually last around a week.,919
920,1,"Overview
Seasonal influenza (the flu) is an acute respiratory infection caused by influenza viruses.",920
921,1,It is common in all parts of the world.,921
922,1,Most people recover without treatment.,922
923,1,Influenza spreads easily between people when they cough or sneeze.,923
924,1,Vaccination is the best way to prevent the disease.,924
925,1,"Symptoms of influenza include acute onset of fever, cough, sore throat, body aches and fatigue.",925
926,1,Treatment should aim to relieve symptoms.,926
927,1,People with the flu should rest and drink plenty of liquids.,927
928,1,Most people will recover on their own within a week.,928
929,1,Medical care may be needed in severe cases and for people with risk factors.,929
930,1,"There are 4 types of influenza viruses, types A, B, C and D.",930
931,1,Influenza A and B viruses circulate and cause seasonal epidemics of disease.,931
932,1,Influenza A viruses are further classified into subtypes according to the combinations of the proteins on the surface of the virus.,932
933,1,Currently circulating in humans are subtype A(H1N1) and A(H3N2) influenza viruses.,933
934,1,The A(H1N1) is also written as A(H1N1)pdm09 as it caused the pandemic in 2009 and replaced the previous A(H1N1) virus which had circulated prior to 2009.,934
935,1,Only influenza type A viruses are known to have caused pandemics.,935
936,1,Influenza B viruses are not classified into subtypes but can be broken down into lineages.,936
937,1,Influenza type B viruses belong to either B/Yamagata or B/Victoria lineage.,937
938,1,"Influenza C virus is detected less frequently and usually causes mild infections, thus does not present public health importance.",938
939,1,Influenza D viruses primarily affect cattle and are not known to infect or cause illness in people.,939
940,1,"Signs and symptoms
Symptoms of influenza usually begin around 2 days after being infected by someone who has the virus.",940
941,1,"Symptoms include:

sudden onset of fever
cough (usually dry)
headache
muscle and joint pain
severe malaise (feeling unwell)
sore throat
runny nose.",941
942,1,The cough can be severe and can last 2 weeks or more.,942
943,1,Most people recover from fever and other symptoms within a week without requiring medical attention.,943
944,1,"However, influenza can cause severe illness or death, especially in people at high risk.",944
945,1,Influenza can worsen symptoms of other chronic diseases.,945
946,1,In severe cases influenza can lead to pneumonia and sepsis.,946
947,1,People with other medical issues or who have severe symptoms should seek medical care.,947
948,1,Hospitalization and death due to influenza occur mainly among high-risk groups.,948
949,1,In industrialized countries most deaths associated with influenza occur among people aged 65 years or older (1).,949
950,1,"The effects of seasonal influenza epidemics in developing countries are not fully known, but research estimates that 99% of deaths in children under 5 years of age with influenza related lower respiratory tract infections are in developing countries (2).",950
951,1,"Epidemiology
All age groups can be affected but there are groups that are more at risk than others.",951
952,1,"People at greater risk of severe disease or complications when infected are pregnant women, children under 5 years of age, older people, individuals with chronic medical conditions (such as chronic cardiac, pulmonary, renal, metabolic, neurodevelopmental, liver or hematologic diseases) and individuals with immunosuppressive conditions/treatments (such as HIV, receiving chemotherapy or steroids, or malignancy).",952
953,1,"Health and care workers are at high risk of acquiring influenza virus infection due to increased exposure to the patients, and of further spreading particularly to vulnerable individuals.",953
954,1,Vaccination can protect health workers and the people around them.,954
955,1,Epidemics can result in high levels of worker/school absenteeism and productivity losses.,955
956,1,Clinics and hospitals can be overwhelmed during peak illness periods.,956
957,1,"Transmission
Seasonal influenza spreads easily, with rapid transmission in crowded areas including schools and nursing homes.",957
958,1,"When an infected person coughs or sneezes, droplets containing viruses (infectious droplets) are dispersed into the air and can infect persons in close proximity.",958
959,1,The virus can also be spread by hands contaminated with influenza viruses.,959
960,1,"To prevent transmission, people should cover their mouth and nose with a tissue when coughing and wash their hands regularly.",960
